Reference area,Measure,Time period
LVA,71.52189,2020-Q2
LVA,71.28242,2020-Q3
LVA,71.38627,2020-Q4
LVA,68.86324,2021-Q1
LVA,69.69609,2021-Q2
LVA,70.69323,2021-Q3
LVA,70.24382,2021-Q4
LVA,70.62159,2022-Q1
LVA,71.62217,2022-Q2
POL,67.93417,2019-Q4
POL,68.10742,2020-Q1
POL,72.45868,2023-Q3
POL,72.68407,2023-Q4
POL,72.38508,2024-Q1
POL,72.32671,2024-Q2
POL,72.71192,2024-Q3
POL,72.69914,2024-Q4
POL,67.27082,2020-Q2
POL,68.10434,2020-Q3
POL,68.39491,2020-Q4
POL,69.52332,2021-Q1
POL,70.22259,2021-Q2
POL,70.90847,2021-Q3
POL,70.98222,2021-Q4
POL,71.1753,2022-Q1
POL,71.50008,2022-Q2
POL,71.36564,2022-Q3
POL,71.91131,2022-Q4
POL,72.17005,2023-Q1
IRL,74.32937,2024-Q2
IRL,74.71839,2024-Q3
IRL,74.44449,2024-Q4
IRL,63.56345,2020-Q2
IRL,66.07014,2020-Q3
POL,67.20435,2019-Q1
POL,67.87305,2019-Q2
GRC,53.91203,2018-Q1
GRC,54.53143,2018-Q2
GRC,59.59877,2021-Q4
GRC,60.39185,2022-Q1
GRC,60.51171,2022-Q2
GRC,60.75441,2022-Q3
GRC,61.13807,2022-Q4
GRC,61.25648,2023-Q1
GRC,54.53827,2018-Q3
GRC,55.09314,2018-Q4
GRC,55.67743,2019-Q1
GRC,56.28515,2019-Q2
GRC,55.93695,2019-Q3
GRC,56.5736,2019-Q4
GRC,55.65281,2020-Q1
GRC,49.94266,2020-Q2
GRC,55.03867,2020-Q3
GRC,54.06153,2020-Q4
GRC,54.28321,2021-Q1
GRC,56.48343,2021-Q2
GRC,58.61916,2021-Q3
GRC,61.75481,2023-Q2
GRC,61.85831,2023-Q3
GRC,62.25638,2023-Q4
GRC,62.35656,2024-Q1
GRC,63.4236,2024-Q2
GRC,63.32,2024-Q3
GRC,64.0374,2024-Q4
GRC,49.93098,2015-Q1
GRC,50.50358,2015-Q2
GRC,50.93959,2015-Q3
GRC,51.48456,2015-Q4
GRC,51.60483,2016-Q1
GRC,51.66821,2016-Q2
GRC,51.88498,2016-Q3
GRC,51.92942,2016-Q4
GRC,52.64357,2017-Q1
GRC,53.12912,2017-Q2
GRC,53.38685,2017-Q3
ISL,83.17348,2019-Q4
ISL,82.99982,2020-Q1
ISL,83.47076,2023-Q3
ISL,83.9608,2023-Q4
ISL,84.10852,2024-Q1
ISL,85.26273,2024-Q2
ISL,86.43763,2024-Q3
ISL,85.57216,2024-Q4
ISL,80.3308,2020-Q2
ISL,81.64711,2020-Q3
ISL,76.3241,2020-Q4
ISL,77.6201,2021-Q1
ISL,78.84042,2021-Q2
ISL,80.82372,2021-Q3
ISL,81.71969,2021-Q4
ISL,83.01971,2022-Q1
ISL,83.48597,2022-Q2
ISL,82.87948,2022-Q3
ISL,83.64011,2022-Q4
ISL,83.6974,2023-Q1
ISL,83.73528,2023-Q2
ISL,84.29743,2015-Q1
ISL,84.58372,2015-Q2
ISL,85.12408,2015-Q3
ISL,84.84909,2015-Q4
ISL,86.05515,2016-Q1
ISL,86.10281,2016-Q2
ISL,86.97655,2016-Q3
ISL,86.96497,2016-Q4
ISL,86.99567,2017-Q1
ISL,86.61137,2017-Q2
ISL,85.5136,2017-Q3
ISL,85.38479,2017-Q4
ISL,84.98449,2018-Q1
ISL,84.43784,2018-Q2
ISL,85.46925,2018-Q3
ISL,85.35925,2018-Q4
ISL,85.06044,2019-Q1
ISL,84.73614,2019-Q2
NLD,79.76323,2019-Q4
NLD,80.16572,2020-Q1
NLD,82.50668,2023-Q3
NLD,82.44643,2023-Q4
NLD,82.38594,2024-Q1
NLD,82.426,2024-Q2
NLD,82.32528,2024-Q3
NLD,82.20321,2024-Q4
NLD,78.77526,2020-Q2
NLD,78.91413,2020-Q3
NLD,79.31719,2020-Q4
NLD,79.4551,2021-Q1
NLD,79.6723,2021-Q2
NLD,80.51596,2021-Q3
NLD,80.89688,2021-Q4
NLD,81.37902,2022-Q1
NLD,81.70981,2022-Q2
NLD,81.81689,2022-Q3
NLD,82.13387,2022-Q4
NLD,82.35291,2023-Q1
NLD,82.40806,2023-Q2
NLD,75.44095,2015-Q1
NLD,75.67513,2015-Q2
NLD,75.71869,2015-Q3
NLD,75.73738,2015-Q4
NLD,75.93342,2016-Q1
NLD,76.312,2016-Q2
NLD,76.53764,2016-Q3
ITA,59.68353,2022-Q1
ITA,60.14127,2022-Q2
ITA,60.12311,2022-Q3
ITA,60.62107,2022-Q4
ITA,61.16763,2023-Q1
ITA,61.31266,2023-Q2
ITA,61.42682,2023-Q3
ITA,62.0097,2023-Q4
ITA,62.07879,2024-Q1
ITA,62.01125,2024-Q2
ITA,62.45253,2024-Q3
CHL,64.12009,2024-Q3
CHL,63.69057,2024-Q4
CHL,64.21606,2025-Q1
CHL,63.23179,2015-Q1
CHL,63.36831,2015-Q2
CHL,63.76875,2015-Q3
CHL,63.62267,2015-Q4
CHL,63.16205,2016-Q1
CHL,63.29841,2016-Q2
CHL,64.16769,2018-Q1
CHL,64.3715,2018-Q2
CHL,63.75489,2018-Q3
CHL,64.10023,2018-Q4
CHL,63.70185,2019-Q1
CHL,64.2271,2019-Q2
CHL,64.51411,2019-Q3
CHL,63.94426,2019-Q4
CHL,63.15797,2020-Q1
CHL,51.20916,2020-Q2
CHL,52.60899,2020-Q3
CHL,56.44842,2020-Q4
CHL,57.35351,2021-Q1
CHL,57.03657,2021-Q2
CHL,59.0923,2021-Q3
CHL,60.41751,2021-Q4
CHL,61.49152,2022-Q1
CHL,62.05322,2022-Q2
CHL,62.12395,2022-Q3
GBR,75.42428,2018-Q2
GBR,75.41795,2018-Q3
GBR,75.10785,2022-Q1
GBR,75.06661,2022-Q2
GBR,74.95609,2022-Q3
GBR,75.1349,2022-Q4
GBR,75.28384,2023-Q1
GBR,75.2,2023-Q2
GBR,75.68453,2018-Q4
GBR,75.90135,2019-Q1
GBR,76.09077,2019-Q2
GBR,76.00607,2019-Q3
GBR,76.3785,2019-Q4
GBR,75.92797,2020-Q1
GBR,75.4224,2020-Q2
GBR,74.60069,2020-Q3
GBR,74.32082,2020-Q4
GBR,74.41732,2021-Q1
GBR,74.72746,2021-Q2
GBR,75.04605,2021-Q3
GBR,75.0573,2021-Q4
GBR,74.9,2023-Q3
GBR,74.9,2023-Q4
GBR,74.5,2024-Q1
GBR,74.6,2024-Q2
GBR,74.9,2024-Q3
GBR,75.0,2024-Q4
GBR,75.0,2025-Q1
GBR,73.41843,2015-Q1
GBR,73.36053,2015-Q2
GBR,73.74454,2015-Q3
GBR,74.07327,2015-Q4
GBR,74.08974,2016-Q1
GBR,74.36545,2016-Q2
GBR,74.39095,2016-Q3
GBR,74.50476,2016-Q4
GBR,74.70259,2017-Q1
GBR,75.03208,2017-Q2
GBR,74.92741,2017-Q3
GBR,75.07918,2017-Q4
NZL,77.55906,2018-Q2
NZL,77.94906,2018-Q3
NZL,76.90244,2018-Q4
NZL,77.47958,2019-Q1
NZL,77.58743,2019-Q2
NZL,77.69814,2025-Q1
NZL,74.81995,2015-Q1
NZL,74.44948,2015-Q2
NZL,73.58202,2015-Q3
NZL,74.1582,2015-Q4
NZL,74.63626,2016-Q1
NZL,75.6135,2016-Q2
NZL,75.73969,2016-Q3
NZL,76.31971,2016-Q4
NZL,76.80045,2017-Q1
NZL,76.2185,2017-Q2
NZL,77.1323,2017-Q3
NZL,77.51868,2017-Q4
NZL,77.51078,2019-Q3
NZL,77.27606,2019-Q4
NZL,77.71095,2020-Q1
NZL,76.82365,2020-Q2
NZL,76.12939,2020-Q3
NZL,76.49422,2020-Q4
NZL,77.14776,2021-Q1
NZL,77.82807,2021-Q2
NZL,79.11931,2021-Q3
NZL,79.24647,2021-Q4
NZL,79.13177,2022-Q1
NZL,79.18654,2022-Q2
NZL,80.14294,2022-Q3
NZL,80.23835,2022-Q4
NZL,80.40021,2023-Q1
NZL,80.36436,2023-Q2
POL,72.20528,2023-Q2
POL,61.09404,2015-Q1
POL,61.28596,2015-Q2
POL,61.8191,2015-Q3
POL,62.20972,2015-Q4
POL,62.83379,2016-Q1
POL,63.25301,2016-Q2
POL,63.6558,2016-Q3
POL,64.15461,2016-Q4
POL,64.74868,2017-Q1
POL,65.17514,2017-Q2
POL,65.52151,2017-Q3
POL,65.63879,2017-Q4
POL,66.07981,2018-Q1
POL,66.70695,2018-Q2
POL,66.96306,2018-Q3
POL,66.82944,2018-Q4
FIN,67.71322,2015-Q3
FIN,67.4795,2015-Q4
FIN,68.10392,2016-Q1
FIN,68.16371,2016-Q2
FIN,68.34217,2016-Q3
FIN,68.21118,2016-Q4
FIN,68.49825,2017-Q1
FIN,68.71067,2017-Q2
FIN,69.05061,2017-Q3
FIN,70.05861,2017-Q4
FIN,70.48273,2018-Q1
FIN,70.97765,2018-Q2
FIN,71.38642,2018-Q3
FIN,71.67747,2018-Q4
FIN,71.89405,2019-Q1
FIN,71.52913,2019-Q2
CAN,73.03333,2020-Q1
CAN,64.56667,2020-Q2
CAN,75.56667,2023-Q4
CAN,75.2,2024-Q1
CAN,74.86667,2024-Q2
CAN,74.33334,2024-Q3
CAN,74.2,2024-Q4
CAN,74.33334,2025-Q1
CAN,70.53333,2020-Q3
CAN,72.26667,2020-Q4
CAN,72.16666,2021-Q1
CAN,72.66666,2021-Q2
CAN,74.13333,2021-Q3
CAN,75.16666,2021-Q4
CAN,75.2,2022-Q1
CAN,75.8,2022-Q2
CAN,75.6,2022-Q3
CAN,75.86667,2022-Q4
CAN,76.2,2023-Q1
CAN,76.03333,2023-Q2
CAN,75.83334,2023-Q3
CAN,72.66666,2015-Q1
CAN,72.6,2015-Q2
CAN,72.66666,2015-Q3
CAN,72.43333,2015-Q4
CAN,72.4,2016-Q1
CAN,72.53333,2016-Q2
CAN,72.46667,2016-Q3
CAN,72.8,2016-Q4
CAN,73.23333,2017-Q1
CAN,73.4,2017-Q2
CAN,73.56667,2017-Q3
CAN,73.83334,2017-Q4
CAN,73.8,2018-Q1
CAN,73.76667,2018-Q2
CAN,74.13333,2018-Q3
CAN,74.43333,2018-Q4
CAN,74.3,2019-Q1
CAN,74.73333,2019-Q2
CAN,74.66666,2019-Q3
EST,73.51908,2015-Q3
EST,71.86472,2015-Q4
EST,74.27622,2019-Q2
EST,75.86207,2019-Q3
EST,76.25609,2019-Q4
EST,74.61977,2020-Q1
EST,71.98859,2020-Q2
EST,73.47521,2020-Q3
EST,69.90703,2016-Q1
EST,73.32863,2016-Q2
EST,73.2225,2016-Q3
EST,71.6302,2016-Q4
EST,73.31831,2017-Q1
EST,73.10149,2017-Q2
EST,74.37234,2017-Q3
EST,75.21651,2017-Q4
EST,73.54164,2018-Q1
EST,74.46935,2018-Q2
EST,74.33797,2018-Q3
EST,75.32867,2018-Q4
EST,74.03014,2019-Q1
EST,73.89339,2020-Q4
EST,73.41422,2021-Q1
EST,72.71199,2021-Q2
EST,74.67868,2021-Q3
EST,75.18616,2021-Q4
EST,76.27567,2022-Q1
EST,75.99952,2022-Q2
EST,76.49178,2022-Q3
EST,76.89075,2022-Q4
EST,76.43691,2023-Q1
EST,76.43967,2023-Q2
EST,76.18547,2023-Q3
EST,75.88181,2023-Q4
EST,75.29234,2024-Q1
EST,76.55708,2024-Q2
EST,75.78423,2024-Q3
EST,75.18231,2024-Q4
EST,69.84648,2015-Q1
HUN,70.41689,2019-Q4
NLD,76.69555,2016-Q4
NLD,76.96358,2017-Q1
NLD,77.24903,2017-Q2
NLD,77.5158,2017-Q3
NLD,77.75504,2017-Q4
NLD,78.07627,2018-Q1
NLD,78.50971,2018-Q2
NLD,78.94469,2018-Q3
NLD,79.24856,2018-Q4
NLD,79.51766,2019-Q1
NLD,79.67371,2019-Q2
CHL,62.30374,2023-Q1
CHL,63.06042,2023-Q2
CHL,63.56411,2016-Q3
CHL,63.35698,2016-Q4
CHL,63.30547,2017-Q1
CHL,63.82845,2017-Q2
CHL,64.26814,2017-Q3
CHL,64.2167,2017-Q4
CHL,62.85238,2023-Q3
CHL,63.31902,2023-Q4
CHL,63.99705,2024-Q1
CHL,64.76877,2024-Q2
HUN,69.67797,2018-Q4
HUN,70.39962,2019-Q1
HUN,70.27491,2019-Q2
KOR,68.73517,2022-Q4
KOR,68.84151,2023-Q1
KOR,69.25237,2023-Q2
KOR,69.3586,2023-Q3
KOR,69.46016,2023-Q4
KOR,69.51628,2024-Q1
KOR,69.47008,2024-Q2
KOR,69.57323,2024-Q3
KOR,69.612,2024-Q4
KOR,69.70741,2025-Q1
KOR,65.85507,2015-Q1
KOR,65.7691,2015-Q2
KOR,65.94883,2015-Q3
KOR,66.06801,2015-Q4
KOR,65.92802,2016-Q1
KOR,65.90464,2016-Q2
KOR,66.18611,2016-Q3
KOR,66.28492,2016-Q4
KOR,66.49639,2017-Q1
KOR,66.6453,2017-Q2
KOR,66.7009,2017-Q3
KOR,66.67439,2017-Q4
KOR,66.74722,2018-Q1
KOR,66.64797,2018-Q2
KOR,66.46099,2018-Q3
KOR,66.59588,2018-Q4
KOR,66.68465,2019-Q1
KOR,66.71823,2019-Q2
KOR,66.83716,2019-Q3
KOR,67.05059,2019-Q4
KOR,66.76508,2020-Q1
KOR,65.40874,2020-Q2
KOR,65.6282,2020-Q3
KOR,65.63755,2020-Q4
KOR,65.63509,2021-Q1
KOR,66.41373,2021-Q2
KOR,66.80133,2021-Q3
KOR,67.25507,2021-Q4
KOR,68.05515,2022-Q1
KOR,68.53932,2022-Q2
SVN,69.36266,2020-Q2
SVN,69.77663,2020-Q3
SVN,73.94394,2024-Q1
SVN,73.20447,2024-Q2
SVN,72.59505,2024-Q3
SVN,72.83741,2024-Q4
SVN,63.43256,2015-Q1
SVN,64.91875,2015-Q2
SVN,70.0682,2020-Q4
SVN,68.4696,2021-Q1
SVN,71.83929,2021-Q2
SVN,73.12676,2021-Q3
SVN,72.29361,2021-Q4
SVN,72.78513,2022-Q1
SVN,73.11073,2022-Q2
SVN,73.71784,2022-Q3
SVN,72.90267,2022-Q4
SVN,71.60761,2023-Q1
SVN,73.01324,2023-Q2
SVN,72.6273,2023-Q3
SVN,72.78241,2023-Q4
SVN,65.70609,2015-Q3
SVN,64.6167,2015-Q4
SVN,64.06935,2016-Q1
SVN,65.68995,2016-Q2
SVN,65.53542,2016-Q3
SVN,66.12136,2016-Q4
SVN,67.13641,2017-Q1
SVN,68.42294,2017-Q2
SVN,69.50334,2017-Q3
SVN,69.72367,2017-Q4
SVN,69.46861,2018-Q1
SVN,70.48499,2018-Q2
SVN,71.21805,2018-Q3
SVN,71.15431,2018-Q4
SVN,71.13274,2019-Q1
SVN,71.87343,2019-Q2
SVN,71.2742,2019-Q3
SVN,70.90044,2019-Q4
DEU,77.57916,2024-Q4
DEU,73.84336,2016-Q3
DEU,73.16006,2015-Q1
DEU,72.87631,2015-Q2
DEU,72.86369,2015-Q3
DEU,73.05027,2015-Q4
DEU,73.57764,2016-Q1
DEU,73.36477,2016-Q2
NZL,79.82054,2023-Q3
NZL,79.75097,2023-Q4
NZL,79.09499,2024-Q1
NZL,78.92108,2024-Q2
NZL,78.38406,2024-Q3
NZL,77.99483,2024-Q4
FIN,72.41392,2019-Q4
FIN,72.26574,2020-Q1
FIN,73.85907,2023-Q3
FIN,73.49329,2023-Q4
FIN,73.32314,2024-Q1
FIN,72.79702,2024-Q2
FIN,72.28642,2024-Q3
FIN,71.87654,2024-Q4
FIN,69.85115,2020-Q2
FIN,71.07452,2020-Q3
FIN,71.41743,2020-Q4
FIN,71.68905,2021-Q1
FIN,72.52749,2021-Q2
FIN,72.82744,2021-Q3
FIN,73.59537,2021-Q4
FIN,73.9603,2022-Q1
FIN,74.3062,2022-Q2
FIN,74.12304,2022-Q3
FIN,74.80389,2022-Q4
FIN,74.27732,2023-Q1
FIN,74.45429,2023-Q2
FIN,67.69637,2015-Q1
FIN,67.32224,2015-Q2
USA,68.40782,2021-Q1
USA,68.91238,2021-Q2
USA,69.76561,2021-Q3
USA,70.56151,2021-Q4
USA,70.94225,2022-Q1
USA,71.26616,2022-Q2
USA,71.41274,2022-Q3
USA,71.41702,2022-Q4
USA,71.76373,2023-Q1
USA,71.96292,2023-Q2
USA,72.02832,2023-Q3
USA,68.50019,2015-Q1
USA,68.72088,2015-Q2
USA,68.68701,2015-Q3
USA,68.9101,2015-Q4
USA,69.24104,2016-Q1
USA,69.21083,2016-Q2
USA,69.36256,2016-Q3
USA,69.51976,2016-Q4
USA,69.79313,2017-Q1
USA,70.06415,2017-Q2
USA,70.26968,2017-Q3
USA,70.29405,2017-Q4
USA,70.48923,2018-Q1
USA,70.65067,2018-Q2
USA,70.73714,2018-Q3
USA,70.97733,2018-Q4
USA,71.04977,2019-Q1
USA,71.17809,2019-Q2
USA,71.46633,2019-Q3
ISR,68.89594,2024-Q4
ISR,69.3764,2025-Q1
ISR,70.17295,2023-Q2
ISR,69.99436,2023-Q3
ISR,68.80656,2023-Q4
ISR,69.27799,2024-Q1
ISR,69.34685,2024-Q2
ISR,69.49367,2024-Q3
ISR,68.50014,2020-Q1
ISR,66.72155,2020-Q2
ISR,66.10753,2020-Q3
ISR,65.80962,2020-Q4
ISR,65.37643,2021-Q1
ISR,65.77325,2021-Q2
ISR,67.06753,2021-Q3
ISR,68.17569,2021-Q4
ISR,69.01835,2022-Q1
ISR,69.11357,2022-Q2
ISR,69.55293,2022-Q3
ISR,69.03932,2022-Q4
ISR,70.15474,2023-Q1
ISR,67.94073,2015-Q1
ISR,68.36213,2015-Q2
ISR,68.48003,2015-Q3
ISR,68.49357,2015-Q4
ISR,68.25452,2016-Q1
ISR,68.68682,2016-Q2
ISR,68.64834,2016-Q3
ISR,68.78071,2016-Q4
ISR,68.91134,2017-Q1
ISR,69.05019,2017-Q2
ISR,69.07267,2017-Q3
ISR,69.12022,2017-Q4
ISR,69.2251,2018-Q1
ISR,68.94099,2018-Q2
ISR,69.01304,2018-Q3
ISR,68.92391,2018-Q4
ISR,69.24731,2019-Q1
ISR,69.05597,2019-Q2
ISR,68.78925,2019-Q3
ESP,63.77505,2021-Q4
ESP,64.121,2022-Q1
ESP,58.07064,2015-Q3
ESP,58.54458,2015-Q4
ESP,59.12855,2016-Q1
ESP,59.27156,2016-Q2
ESP,59.71896,2016-Q3
ESP,60.06734,2016-Q4
ESP,64.35651,2022-Q2
ESP,64.39095,2022-Q3
ESP,64.28154,2022-Q4
ESP,64.66668,2023-Q1
ESP,65.38719,2023-Q2
ESP,65.59307,2023-Q3
HUN,70.23168,2020-Q1
HUN,74.89408,2023-Q3
HUN,75.1493,2023-Q4
HUN,75.13246,2024-Q1
HUN,75.09337,2024-Q2
HUN,75.05265,2024-Q3
HUN,75.03579,2024-Q4
HUN,68.94867,2020-Q2
HUN,70.07332,2020-Q3
HUN,70.28191,2020-Q4
HUN,72.31878,2021-Q1
HUN,73.07886,2021-Q2
HUN,73.507,2021-Q3
HUN,74.12061,2021-Q4
HUN,74.44154,2022-Q1
HUN,74.44627,2022-Q2
HUN,74.4906,2022-Q3
HUN,74.60127,2022-Q4
HUN,74.73769,2023-Q1
HUN,74.86184,2023-Q2
HUN,62.99686,2015-Q1
HUN,63.69188,2015-Q2
HUN,64.33703,2015-Q3
HUN,64.75591,2015-Q4
HUN,65.57861,2016-Q1
HUN,66.34135,2016-Q2
HUN,66.773,2016-Q3
HUN,67.41074,2016-Q4
HUN,67.51035,2017-Q1
HUN,68.02699,2017-Q2
HUN,68.45351,2017-Q3
HUN,68.70583,2017-Q4
HUN,69.16116,2018-Q1
HUN,69.44335,2018-Q2
HUN,69.50771,2018-Q3
LTU,71.42403,2020-Q2
LTU,70.68475,2020-Q3
LTU,71.48724,2020-Q4
LTU,71.16856,2021-Q1
LTU,71.82256,2021-Q2
LTU,73.20403,2021-Q3
LTU,73.56577,2021-Q4
LTU,72.75372,2022-Q1
LTU,74.21007,2022-Q2
LTU,75.03332,2022-Q3
LTU,73.01173,2022-Q4
LTU,71.96338,2023-Q1
LTU,73.53652,2023-Q2
LTU,73.97635,2023-Q3
LTU,73.1346,2023-Q4
LTU,72.52099,2024-Q1
LTU,73.92874,2024-Q2
SVK,70.27813,2019-Q4
SVK,69.9465,2020-Q1
SVK,71.94569,2023-Q3
SVK,72.42487,2023-Q4
SVK,72.23872,2024-Q1
SVK,72.34977,2024-Q2
SVK,72.36102,2024-Q3
SVK,72.74832,2024-Q4
SVK,69.20258,2020-Q2
SVK,69.36903,2020-Q3
SVK,69.4422,2020-Q4
SVK,68.00156,2021-Q1
SVK,69.06029,2021-Q2
SVK,70.14069,2021-Q3
SVK,70.57843,2021-Q4
SVK,70.81561,2022-Q1
SVK,71.39657,2022-Q2
SVK,71.53151,2022-Q3
SVK,71.57263,2022-Q4
SVK,71.56497,2023-Q1
SVK,71.87473,2023-Q2
SVK,63.73933,2015-Q1
SVK,64.17582,2015-Q2
SVK,64.77821,2015-Q3
SVK,65.33894,2015-Q4
SVK,65.96623,2016-Q1
SVK,66.59651,2016-Q2
SVK,67.00997,2016-Q3
SVK,67.33912,2016-Q4
SVK,67.68908,2017-Q1
SVK,67.99575,2017-Q2
SVK,68.28398,2017-Q3
SVK,68.37795,2017-Q4
SVK,68.95165,2018-Q1
SVK,69.22411,2018-Q2
SVK,69.85056,2018-Q3
SVK,70.03506,2018-Q4
SVK,70.48275,2019-Q1
SVK,70.43177,2019-Q2
CZE,75.03137,2019-Q4
CZE,75.06445,2020-Q1
CZE,75.09306,2023-Q3
CZE,75.12243,2023-Q4
CZE,75.34702,2024-Q1
CZE,75.33875,2024-Q2
CZE,75.47026,2024-Q3
CZE,75.57267,2024-Q4
CZE,74.2632,2020-Q2
CZE,74.16557,2020-Q3
CZE,74.05408,2020-Q4
CZE,73.95444,2021-Q1
CZE,73.85262,2021-Q2
CZE,74.71867,2021-Q3
CZE,75.05988,2021-Q4
CZE,75.41351,2022-Q1
CZE,75.41886,2022-Q2
CZE,75.60326,2022-Q3
CZE,75.47369,2022-Q4
CZE,74.9223,2023-Q1
CZE,75.2971,2023-Q2
CZE,69.72311,2015-Q1
DEU,73.87199,2016-Q4
